crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Rice,2023,Kharif,1279.0,31.6,85.1,154.9,43.3,263.9,5.86,131.53,1,1,4.23
Cotton,2024,Kharif,876.8,28.3,63.4,207.8,54.6,265.7,7.38,122.16,0,1,2.82
Maize,2022,Kharif,810.0,27.1,77.2,152.3,48.1,219.2,7.19,340.61,0,1,4.04
Wheat,2021,Rabi,665.3,19.5,53.9,217.8,68.2,253.8,7.72,341.52,1,0,4.05
Soybean,2023,Kharif,816.6,27.1,67.9,126.4,60.2,216.1,7.13,334.25,1,1,4.31
Cotton,2020,Kharif,805.9,26.2,56.4,204.8,38.6,317.9,6.98,291.54,1,1,2.85
Cotton,2015,Kharif,867.3,26.3,43.5,142.7,39.4,194.8,7.12,169.79,0,1,1.58
Maize,2020,Kharif,675.6,22.9,65.0,169.8,55.3,235.5,7.11,363.89,1,1,5.23
Cotton,2017,Kharif,705.1,29.0,39.2,224.0,30.0,178.0,7.06,323.03,1,1,1.86
Maize,2015,Kharif,733.3,24.6,68.4,212.7,41.7,292.3,7.24,351.09,0,0,4.3
Wheat,2016,Rabi,561.7,18.9,38.7,250.0,53.9,227.3,7.14,487.92,1,1,3.47
Sugarcane,2022,Summer,1167.1,27.2,75.4,262.5,66.6,345.1,7.15,264.1,1,1,96.02
Cotton,2022,Kharif,886.0,28.9,49.3,217.0,44.6,171.2,7.23,362.73,0,1,2.05
Cotton,2016,Kharif,900.5,28.6,44.7,164.4,38.7,243.6,7.19,205.67,1,0,2.08
Turmeric,2019,Kharif,857.6,30.1,78.0,173.6,60.2,264.1,6.67,413.54,1,1,11.67
Cotton,2022,Kharif,799.1,28.8,69.5,171.2,33.9,172.6,6.92,148.64,0,0,1.53
Maize,2017,Kharif,702.2,27.3,74.3,131.9,63.9,147.2,7.33,22.0,0,1,3.76
Wheat,2020,Rabi,526.1,23.6,65.4,298.2,49.4,199.6,7.57,167.68,0,1,3.2
Soybean,2016,Kharif,790.1,28.7,63.8,131.3,52.0,200.1,7.54,478.24,0,1,2.77
Cotton,2021,Kharif,895.9,27.8,68.5,188.8,45.6,214.3,7.15,85.52,1,1,2.85
Soybean,2017,Kharif,700.3,25.5,56.8,112.1,40.6,159.6,7.2,442.37,0,1,1.84
Cotton,2023,Kharif,837.0,27.9,57.0,181.7,39.0,222.5,7.38,29.26,0,1,2.24
Cotton,2023,Kharif,848.2,26.6,68.6,178.2,36.7,228.6,7.35,27.88,1,1,2.65
Soybean,2020,Kharif,769.7,25.8,65.9,126.8,44.7,139.2,6.84,73.05,1,0,2.84
Rice,2020,Kharif,1346.8,28.3,82.5,239.2,27.5,272.7,6.59,424.34,1,1,5.34
Turmeric,2022,Kharif,834.2,27.8,87.4,206.9,70.6,351.1,6.63,432.49,0,0,8.4
Sugarcane,2024,Summer,1138.7,28.5,80.4,233.0,66.7,260.4,6.22,19.21,0,0,52.42
Sugarcane,2016,Summer,1223.6,33.9,82.7,238.0,71.0,334.4,6.64,181.92,0,1,71.08
Soybean,2016,Kharif,764.7,25.5,72.6,134.1,48.4,208.6,7.13,158.51,0,1,2.49
Wheat,2015,Rabi,558.7,24.0,66.8,258.5,60.2,178.2,8.09,291.93,0,1,2.71
Wheat,2022,Rabi,574.8,21.4,68.7,185.0,40.5,220.1,6.78,137.13,1,1,3.24
Soybean,2017,Kharif,771.5,26.6,63.6,112.1,44.3,205.0,7.44,225.43,1,1,3.35
Cotton,2016,Kharif,898.7,23.8,76.2,231.7,33.6,259.3,6.99,156.93,0,1,1.99
Wheat,2024,Rabi,548.8,24.8,44.1,264.8,42.8,194.8,6.73,492.71,0,0,2.34
Maize,2016,Kharif,577.1,25.6,56.7,190.4,61.5,224.6,7.46,236.47,1,1,4.06
Cotton,2018,Kharif,853.9,28.6,47.3,213.2,29.5,189.6,6.56,13.78,1,1,2.09
Cotton,2020,Kharif,736.0,25.8,41.8,162.2,31.2,252.8,6.84,444.32,0,1,1.7
Maize,2022,Kharif,812.6,26.1,52.5,155.6,51.1,221.7,7.53,296.17,1,1,4.33
Maize,2018,Kharif,650.9,28.2,63.3,215.6,35.8,153.5,7.02,57.36,0,1,3.65
Maize,2020,Kharif,594.2,26.6,63.0,190.9,50.7,244.1,7.19,1.99,0,0,4.08
Soybean,2022,Kharif,675.1,21.8,72.0,148.0,70.5,171.7,6.58,386.28,0,0,2.17
Rice,2015,Kharif,1135.0,29.3,79.1,257.0,42.0,234.3,6.09,25.88,0,0,3.29
Maize,2021,Kharif,784.3,28.6,66.8,240.0,51.4,260.6,6.74,166.71,1,1,7.45
Sugarcane,2022,Summer,1136.0,30.9,76.0,207.3,47.6,321.0,7.0,145.93,0,1,67.16
Maize,2019,Kharif,556.5,24.7,74.1,124.6,41.9,202.6,6.66,86.24,1,1,4.23
Wheat,2022,Rabi,583.8,20.9,67.1,276.3,47.4,240.0,7.93,213.85,1,1,3.76
Soybean,2019,Kharif,698.1,29.0,69.3,106.1,33.3,196.1,6.72,45.99,0,1,2.13
Wheat,2024,Rabi,519.2,20.6,57.8,171.6,59.5,246.7,6.62,430.14,0,1,2.91
Maize,2018,Kharif,661.9,28.2,66.9,174.9,62.3,212.4,7.07,494.47,0,0,3.96
Soybean,2023,Kharif,726.3,27.9,57.0,107.2,56.9,169.3,6.87,197.6,0,1,2.77
Wheat,2024,Rabi,642.4,21.4,70.8,194.3,54.6,239.8,7.11,34.17,0,1,3.24
Cotton,2024,Kharif,776.9,27.0,68.3,155.6,26.3,152.2,6.38,476.74,1,1,1.61
Sugarcane,2021,Summer,1220.5,33.8,87.9,205.0,59.8,278.2,6.71,496.77,0,1,59.5
Wheat,2022,Rabi,555.1,20.3,56.5,269.2,54.1,212.7,7.36,458.7,0,1,4.21
Soybean,2017,Kharif,743.8,21.3,64.0,105.7,41.8,156.1,7.3,271.76,0,1,1.86
Wheat,2023,Rabi,490.0,21.9,48.6,275.2,62.1,179.6,7.67,85.44,1,0,4.35
Sugarcane,2023,Summer,1195.1,31.6,72.9,269.8,75.2,416.9,7.09,98.66,1,1,113.18
Wheat,2017,Rabi,540.0,20.2,55.1,187.2,50.5,176.5,6.83,29.34,0,0,2.62
Maize,2024,Kharif,802.3,26.1,69.9,193.3,61.0,185.3,6.53,475.73,0,1,4.52
Cotton,2021,Kharif,766.6,23.8,61.7,144.0,26.2,228.9,7.6,368.68,1,1,1.63
Cotton,2022,Kharif,693.8,31.1,55.1,199.3,33.9,240.2,6.64,221.93,1,1,2.34
Wheat,2015,Rabi,607.4,20.5,62.1,206.6,39.8,162.3,6.97,216.47,1,1,3.2
Cotton,2015,Kharif,742.8,26.0,68.7,150.7,40.5,206.9,6.59,452.68,0,1,1.57
Soybean,2016,Kharif,738.4,29.7,73.7,97.3,59.7,179.8,6.92,35.08,0,1,2.49
Wheat,2024,Rabi,480.7,18.7,65.6,225.4,70.3,213.4,7.56,134.5,0,0,2.81
Wheat,2019,Rabi,667.0,22.3,51.4,217.2,42.0,238.7,7.16,340.64,1,1,4.07
Cotton,2020,Kharif,802.5,27.0,53.1,234.7,29.1,286.1,7.56,401.84,0,1,2.37
Wheat,2016,Rabi,446.9,20.5,65.8,195.2,49.1,184.0,7.43,444.94,0,0,2.0
Wheat,2023,Rabi,447.0,20.4,44.1,228.0,57.4,221.4,6.56,429.18,0,0,2.72
Cotton,2022,Kharif,877.4,29.7,76.8,182.0,47.7,262.1,6.73,31.29,1,0,2.19
Soybean,2022,Kharif,745.4,26.3,52.1,116.3,54.6,197.2,6.28,409.98,1,1,3.3
Cotton,2017,Kharif,899.8,27.0,65.6,154.6,44.9,224.3,6.62,183.04,0,1,2.15
Sugarcane,2015,Summer,1167.7,32.2,80.0,287.1,58.3,335.1,6.44,19.96,0,1,88.11
Wheat,2016,Rabi,479.9,19.7,52.2,247.4,62.8,144.8,7.02,241.94,0,1,2.84
Wheat,2018,Rabi,570.0,21.6,61.7,184.7,70.3,187.6,7.43,304.29,1,0,3.39
Soybean,2023,Kharif,592.3,27.2,54.0,84.0,43.6,208.1,6.9,409.95,1,1,2.59
Cotton,2016,Kharif,768.7,25.3,64.0,199.3,43.9,322.9,7.37,67.94,1,1,2.63
Sugarcane,2022,Summer,1149.1,32.8,80.5,262.1,73.6,256.3,6.93,68.88,1,0,81.37
Cotton,2016,Kharif,865.9,25.5,71.9,162.3,33.1,251.0,6.99,89.66,1,1,2.34
Cotton,2017,Kharif,666.7,27.6,69.4,132.0,43.1,196.5,7.05,436.56,1,1,2.1
Maize,2016,Kharif,669.0,29.5,68.5,132.2,60.6,209.4,6.46,46.38,0,1,4.04
Rice,2018,Kharif,1215.0,29.5,77.2,251.5,31.5,227.9,6.67,57.08,1,0,4.24
Maize,2024,Kharif,670.0,28.7,65.0,176.6,51.8,268.8,5.82,284.2,1,1,6.36
Sugarcane,2022,Summer,1077.7,33.6,73.2,268.0,55.1,306.1,6.81,254.48,0,0,71.61
Turmeric,2016,Kharif,1019.2,29.3,75.7,175.2,44.3,327.0,7.18,36.83,1,0,9.65
Turmeric,2017,Kharif,885.5,29.1,63.1,199.6,45.1,201.2,7.09,223.55,0,1,6.31
Wheat,2019,Rabi,561.1,20.8,44.9,197.9,50.0,210.4,6.84,95.09,0,1,3.18
Cotton,2017,Kharif,750.1,26.7,59.3,148.2,38.9,252.3,6.97,397.88,1,1,2.69
Rice,2024,Kharif,1283.1,30.8,80.2,188.4,38.2,253.8,6.33,105.13,0,1,4.1
Rice,2018,Kharif,1276.0,32.7,80.6,279.9,58.6,290.7,5.62,131.41,1,1,5.96
Wheat,2020,Rabi,487.6,23.9,65.2,280.9,57.3,117.5,7.58,437.97,1,0,2.93
Maize,2017,Kharif,831.6,26.3,72.8,208.5,46.4,239.4,6.98,49.36,0,1,4.9
Turmeric,2021,Kharif,946.6,28.4,65.7,191.1,44.4,308.0,6.01,426.76,1,0,8.32
Sugarcane,2016,Summer,1200.6,30.9,74.3,294.0,64.9,259.8,7.03,499.45,0,1,74.56
Soybean,2020,Kharif,869.4,26.2,64.5,114.7,46.8,189.1,6.78,51.05,0,0,2.43
Cotton,2021,Kharif,811.8,24.8,48.5,149.0,39.4,280.3,7.99,387.11,0,1,1.62
Wheat,2020,Rabi,603.7,24.5,42.3,191.3,60.4,225.3,7.02,406.21,0,1,3.19
Wheat,2024,Rabi,592.1,23.2,34.7,208.1,48.8,142.3,7.19,107.18,0,1,2.5
Cotton,2020,Kharif,847.5,27.8,51.3,176.0,38.6,219.7,6.8,34.34,0,1,2.16
Rice,2019,Kharif,1350.6,31.2,76.5,263.3,37.6,221.8,7.19,400.25,0,0,3.38
Rice,2024,Kharif,945.4,31.8,82.0,234.4,53.0,241.6,5.7,78.83,1,0,4.26
Wheat,2024,Rabi,530.6,23.2,49.0,230.4,52.8,176.9,7.24,76.31,1,1,4.38
Soybean,2018,Kharif,679.4,28.0,77.5,147.6,37.9,181.7,5.9,326.8,1,1,2.76
Wheat,2016,Rabi,605.6,24.3,49.6,198.8,52.0,170.6,7.11,261.91,1,0,2.84
Wheat,2024,Rabi,609.1,21.3,54.7,186.3,47.1,191.7,8.11,178.91,0,1,3.11
Turmeric,2020,Kharif,866.9,28.9,76.1,179.4,47.6,217.8,6.02,195.34,1,0,7.95
Wheat,2017,Rabi,547.8,24.8,50.5,260.1,47.6,190.7,7.38,60.74,0,1,2.98
Cotton,2019,Kharif,806.6,28.3,64.3,152.0,38.2,160.4,6.97,495.21,1,0,2.17
Rice,2021,Kharif,1161.0,27.3,84.6,169.5,43.9,310.2,5.54,23.75,0,1,3.42
Maize,2023,Kharif,641.6,28.2,63.8,228.2,60.5,266.3,6.31,172.03,0,1,5.92
Rice,2022,Kharif,1350.2,30.7,81.2,167.4,54.4,314.1,6.26,76.59,0,1,5.12
Turmeric,2018,Kharif,902.2,27.2,81.9,167.2,60.7,293.0,6.38,221.91,0,0,8.44
Wheat,2023,Rabi,478.6,19.8,55.7,198.1,53.5,234.2,6.61,107.42,1,1,3.37
Cotton,2019,Kharif,714.6,26.6,53.8,151.9,44.4,207.8,7.07,196.7,1,1,2.62
Soybean,2016,Kharif,772.7,30.4,59.0,109.4,53.8,180.9,6.98,477.22,1,1,2.66
Soybean,2020,Kharif,861.2,28.1,54.5,80.0,59.1,220.7,7.31,408.3,1,0,2.71
Cotton,2015,Kharif,883.9,28.5,64.9,229.7,29.9,239.8,7.34,148.39,0,1,2.03
Wheat,2016,Rabi,414.8,19.7,57.1,262.5,64.3,192.6,7.63,223.12,1,1,3.99
Cotton,2017,Kharif,765.5,27.6,52.8,202.6,57.5,227.1,7.33,429.04,1,1,3.01
Soybean,2017,Kharif,782.2,28.9,70.6,80.2,55.0,191.3,6.77,439.1,0,0,2.35
Rice,2020,Kharif,1466.1,30.3,81.3,162.4,44.6,230.4,7.21,425.78,1,0,3.97
Wheat,2017,Rabi,501.1,20.7,60.8,238.9,45.9,230.5,8.25,185.08,1,0,3.32
Soybean,2019,Kharif,700.4,29.8,69.2,153.3,43.9,186.0,6.73,32.08,1,1,3.32
Rice,2019,Kharif,1248.5,32.0,86.9,220.0,51.6,250.0,6.39,52.86,1,1,5.19
Wheat,2019,Rabi,543.9,24.7,50.7,183.6,65.7,241.7,7.35,67.4,1,0,4.28
Cotton,2022,Kharif,796.1,26.0,65.8,188.8,44.6,223.0,7.28,188.65,0,1,2.24
Soybean,2023,Kharif,798.8,29.1,65.5,155.1,63.7,147.0,6.65,397.32,1,0,3.13
Cotton,2024,Kharif,900.2,30.8,49.0,163.6,54.8,181.0,7.19,387.5,0,1,1.87
Soybean,2016,Kharif,793.2,23.6,66.6,118.0,48.9,239.2,6.45,106.75,1,0,2.76
Sugarcane,2016,Summer,1065.4,28.7,82.2,199.1,48.1,308.0,7.51,414.13,1,0,50.79
Rice,2015,Kharif,1328.7,31.3,83.0,239.7,51.5,216.4,6.57,178.44,1,1,5.93
Soybean,2017,Kharif,772.4,29.2,67.1,126.4,39.3,148.2,6.66,418.82,0,1,2.26
Wheat,2024,Rabi,563.1,24.2,52.2,225.2,51.1,211.3,7.17,199.71,0,1,3.57
Wheat,2021,Rabi,603.1,21.7,53.8,202.0,68.9,181.7,7.54,162.53,1,0,3.96
Wheat,2021,Rabi,500.5,20.5,50.8,263.4,51.8,170.4,7.09,379.48,1,0,3.81
Rice,2023,Kharif,1126.7,29.2,77.9,187.6,40.5,222.1,6.45,353.16,0,0,3.62
Soybean,2023,Kharif,728.7,27.7,66.8,80.0,65.7,192.2,6.93,445.84,0,0,2.29
Rice,2015,Kharif,1403.3,30.1,90.0,155.2,42.5,167.5,6.6,305.1,0,0,2.7
Soybean,2015,Kharif,772.7,26.3,59.6,139.1,46.4,183.1,6.98,275.74,1,1,3.14
Wheat,2020,Rabi,611.6,21.6,64.7,244.3,58.1,235.2,7.34,58.59,1,1,4.09
Wheat,2023,Rabi,593.0,23.1,58.5,209.9,68.9,212.5,7.59,36.27,0,0,3.59
Maize,2021,Kharif,751.8,23.6,81.3,211.3,42.6,143.6,7.14,234.59,0,1,3.29
Wheat,2022,Rabi,567.4,22.4,53.2,193.6,50.8,225.8,6.94,375.35,0,1,3.61
Cotton,2023,Kharif,816.9,31.2,61.9,222.8,53.0,228.7,6.81,314.41,1,1,3.45
Soybean,2016,Kharif,844.0,29.7,60.0,80.0,40.8,190.3,6.87,25.18,1,1,2.35
Maize,2020,Kharif,813.5,23.9,58.8,214.3,42.6,258.2,6.49,33.06,0,1,5.0
Wheat,2019,Rabi,531.3,19.7,60.2,221.2,56.9,218.1,7.96,384.59,1,1,3.16
Turmeric,2021,Kharif,957.8,28.6,90.0,171.6,50.4,235.3,6.83,223.21,0,1,7.22
Wheat,2019,Rabi,551.7,23.8,45.2,208.1,48.2,227.3,7.17,153.07,1,1,3.68
Maize,2021,Kharif,715.7,30.8,68.8,194.2,53.5,194.4,6.57,339.12,1,1,5.1
Maize,2024,Kharif,610.7,28.7,78.8,195.7,64.4,140.4,7.22,337.15,0,1,3.45
Sugarcane,2018,Summer,1166.1,30.3,79.3,275.7,76.8,355.2,6.5,291.74,0,0,75.75
Cotton,2022,Kharif,748.4,30.1,59.2,166.5,37.3,233.5,7.43,37.39,1,1,2.28
Soybean,2023,Kharif,717.6,28.9,67.9,150.0,36.3,248.2,6.57,269.81,0,0,2.91
Cotton,2020,Kharif,773.8,28.5,63.2,194.4,37.4,211.6,7.19,11.46,0,0,1.89
Wheat,2023,Rabi,551.9,23.5,51.0,181.5,58.1,212.7,7.07,131.02,0,1,3.77
Cotton,2017,Kharif,824.4,27.0,66.2,173.8,36.5,212.3,6.98,14.53,1,0,2.47
Rice,2020,Kharif,1153.2,30.5,71.3,123.3,37.6,271.1,6.68,134.3,0,0,2.9
Maize,2015,Kharif,663.0,26.6,63.6,168.7,42.5,235.9,6.24,362.42,0,1,4.77
Cotton,2022,Kharif,758.3,27.9,58.4,159.4,38.3,165.7,7.54,212.68,1,0,1.71
Soybean,2020,Kharif,729.0,25.9,59.3,119.2,45.4,160.9,6.85,230.49,0,1,2.7
Soybean,2018,Kharif,864.0,30.6,57.6,80.0,40.3,160.5,6.16,181.69,0,1,1.65
Maize,2016,Kharif,674.3,23.7,55.3,223.7,59.3,197.5,6.96,362.26,1,1,5.77
Wheat,2017,Rabi,562.4,23.5,66.4,221.6,52.3,202.6,6.91,378.15,0,1,2.79
Soybean,2015,Kharif,547.7,28.9,75.6,116.1,53.1,186.7,6.7,498.65,0,1,2.21
Soybean,2016,Kharif,783.5,28.9,48.2,87.2,32.7,190.0,7.38,319.38,1,1,1.99
Soybean,2016,Kharif,662.2,24.8,60.8,117.5,49.5,191.1,7.63,96.41,0,0,1.98
Cotton,2023,Kharif,830.4,25.9,67.9,164.2,46.0,188.4,6.82,187.48,1,1,2.3
Cotton,2016,Kharif,850.7,25.7,63.7,197.9,43.3,243.3,7.58,74.64,1,1,2.56
Sugarcane,2016,Summer,1153.3,28.1,86.8,299.7,55.6,350.5,6.27,342.6,0,1,65.94
Maize,2024,Kharif,727.2,27.1,67.5,180.2,42.1,194.2,6.46,199.83,1,0,4.1
Wheat,2021,Rabi,709.9,22.2,44.9,217.3,41.1,186.8,7.56,88.48,1,1,2.83
Cotton,2024,Kharif,764.7,27.7,67.0,154.9,45.4,217.6,6.54,268.7,1,1,2.83
Soybean,2020,Kharif,884.6,28.7,67.1,123.6,51.3,248.4,8.03,408.45,1,0,2.58
Wheat,2022,Rabi,538.8,21.5,48.6,173.5,48.0,187.2,7.52,364.59,0,1,3.52
Rice,2020,Kharif,1174.6,30.9,90.0,156.5,50.4,250.4,6.42,429.41,0,1,4.38
Maize,2018,Kharif,690.7,21.7,66.4,223.0,49.4,202.3,7.38,234.01,1,0,3.24
Wheat,2017,Rabi,556.3,20.0,52.9,221.8,65.4,150.0,7.34,298.45,1,1,4.25
Soybean,2016,Kharif,773.6,27.5,75.7,118.8,59.6,219.5,7.36,239.75,0,1,2.9
Maize,2024,Kharif,732.7,27.1,63.5,195.1,42.7,170.4,6.44,305.85,1,0,5.17
Soybean,2015,Kharif,766.5,24.8,69.0,135.9,42.3,161.3,6.53,263.59,0,1,1.99
Soybean,2021,Kharif,793.0,24.7,61.5,80.0,42.2,220.9,7.16,190.82,1,0,2.34
Wheat,2024,Rabi,674.0,22.2,43.2,300.0,66.1,133.3,6.83,343.41,0,1,3.28
Sugarcane,2022,Summer,1237.7,31.5,68.1,300.0,69.8,331.6,6.64,228.37,1,0,77.97
Wheat,2023,Rabi,549.0,23.5,54.5,256.9,71.5,158.3,7.19,273.1,0,1,4.4
Wheat,2023,Rabi,515.2,21.8,54.3,278.2,62.8,273.4,6.64,207.37,0,0,4.15
Maize,2017,Kharif,576.1,28.9,71.8,161.1,30.4,228.6,7.33,455.85,0,0,2.88
Cotton,2022,Kharif,763.9,30.2,62.3,126.8,34.6,183.5,5.63,143.86,0,1,1.36
Rice,2018,Kharif,1216.8,27.3,82.3,205.7,43.6,199.7,6.23,1.06,0,1,3.57
Rice,2017,Kharif,1485.3,32.0,88.0,218.8,58.0,179.3,6.01,50.37,1,1,4.38
Wheat,2017,Rabi,474.9,23.1,64.1,219.7,72.3,231.1,7.19,117.45,0,0,3.16
Cotton,2016,Kharif,750.1,28.2,54.5,169.2,49.9,203.1,6.28,253.06,0,1,1.94
Soybean,2015,Kharif,699.6,29.6,61.5,106.5,60.1,160.3,7.0,258.4,0,0,2.06
Wheat,2024,Rabi,500.6,23.4,42.5,222.0,48.5,232.7,6.79,6.25,0,0,2.74
Wheat,2017,Rabi,565.0,21.3,58.7,234.2,61.0,183.6,6.82,33.57,0,0,3.11
Soybean,2022,Kharif,680.3,27.2,58.2,133.7,55.2,216.5,6.62,449.37,0,1,3.01
Soybean,2024,Kharif,766.6,28.4,63.0,121.1,62.8,106.0,7.12,320.84,0,0,2.28
Rice,2020,Kharif,1263.7,31.6,85.3,186.5,51.7,265.2,7.22,176.88,1,1,4.6
Cotton,2017,Kharif,831.7,27.0,50.7,213.1,41.9,237.4,7.52,299.23,0,0,1.89
Cotton,2022,Kharif,792.6,27.4,68.8,177.7,45.4,268.9,6.59,273.8,0,0,1.95
Cotton,2016,Kharif,683.0,27.9,77.4,162.9,40.0,157.1,7.04,425.61,0,0,1.45
Cotton,2015,Kharif,799.3,23.8,65.1,182.3,34.0,229.0,7.47,492.51,0,0,1.5
Wheat,2015,Rabi,568.5,23.4,59.6,284.5,56.8,159.7,6.97,206.83,1,0,3.71
Cotton,2023,Kharif,707.9,29.3,60.4,195.6,37.9,168.0,7.18,306.44,1,1,2.53
Sugarcane,2024,Summer,1065.6,30.4,75.4,234.1,58.0,280.3,6.33,449.34,1,1,94.58
Cotton,2019,Kharif,872.2,26.2,71.2,207.1,44.1,234.5,7.46,485.81,0,1,2.15
Soybean,2023,Kharif,841.4,27.0,68.6,119.2,58.4,266.0,6.24,407.38,1,1,4.05
Wheat,2020,Rabi,662.2,23.7,61.2,243.2,58.6,173.4,7.56,408.46,0,0,2.96
Sugarcane,2023,Summer,1182.3,34.4,78.9,257.4,54.9,171.6,6.46,122.74,0,1,55.99
Sugarcane,2016,Summer,916.5,31.1,89.5,269.5,69.3,428.7,6.27,258.03,0,1,71.37
Soybean,2022,Kharif,805.6,28.4,58.7,152.8,31.1,164.6,6.63,238.97,0,1,2.57
Soybean,2016,Kharif,735.4,27.8,77.0,130.4,36.5,155.6,7.42,325.67,1,1,2.89
Maize,2020,Kharif,644.2,26.3,51.0,165.1,68.1,216.6,7.03,124.7,1,1,4.59
Cotton,2017,Kharif,769.4,27.9,59.7,172.9,33.2,134.5,6.59,198.22,1,1,2.2
Wheat,2022,Rabi,623.2,22.9,62.3,299.8,56.1,254.1,6.58,20.74,1,0,4.14
Cotton,2024,Kharif,728.3,24.5,47.3,213.0,37.3,280.5,7.86,280.08,1,0,2.11
Soybean,2022,Kharif,712.5,30.6,58.4,144.4,34.9,192.9,7.07,76.89,0,0,2.17
Wheat,2015,Rabi,516.6,19.8,66.7,207.5,41.5,258.1,7.66,269.23,1,1,3.48
Cotton,2016,Kharif,773.5,28.5,51.5,176.2,43.6,247.5,6.39,132.42,1,1,2.16
Cotton,2017,Kharif,772.7,31.3,68.9,215.8,28.8,233.9,7.04,229.83,1,1,2.24
Soybean,2016,Kharif,754.9,28.4,65.9,150.1,37.9,229.3,6.52,156.04,0,1,3.33
Maize,2016,Kharif,780.3,31.2,63.0,215.3,34.5,163.5,7.13,151.04,0,1,3.21
Cotton,2018,Kharif,859.6,29.7,75.6,166.1,24.4,225.6,6.66,18.07,0,1,1.33
Soybean,2024,Kharif,670.6,23.9,70.7,150.7,42.9,181.5,6.9,221.59,1,1,3.15
Rice,2019,Kharif,1278.3,29.1,73.6,197.7,34.2,247.3,6.07,331.12,1,0,3.27
Rice,2023,Kharif,1185.1,28.4,76.8,223.5,45.8,191.9,7.11,295.71,0,1,3.76
Wheat,2019,Rabi,537.2,22.2,52.7,277.2,57.5,224.1,7.86,383.22,0,1,3.66
Turmeric,2020,Kharif,858.6,29.4,80.9,238.7,50.0,210.9,6.64,39.98,0,1,7.48
Rice,2024,Kharif,1204.4,32.3,73.1,189.5,33.1,252.9,7.56,39.66,1,1,3.43
Wheat,2020,Rabi,472.2,18.0,61.7,166.9,70.3,176.6,7.19,206.22,0,1,2.42
Turmeric,2018,Kharif,1043.4,31.5,75.5,174.5,60.7,285.4,6.19,378.48,0,1,9.04
Wheat,2015,Rabi,533.5,24.1,57.7,239.7,63.5,209.3,6.73,60.06,1,1,4.51
Cotton,2024,Kharif,932.5,28.4,54.7,109.4,44.4,282.4,6.55,71.8,1,1,2.69
Cotton,2018,Kharif,724.7,31.1,70.0,136.1,30.4,177.5,6.55,498.63,0,1,1.14
Rice,2022,Kharif,1183.7,30.9,87.4,233.4,51.1,223.2,6.49,474.57,0,1,5.11
Maize,2024,Kharif,833.6,25.9,67.7,202.5,48.2,219.4,7.44,482.83,0,0,4.41
Soybean,2023,Kharif,755.7,30.6,54.6,86.1,45.0,221.7,7.27,430.27,1,1,2.42
Rice,2022,Kharif,1296.8,31.7,83.7,191.6,42.1,263.6,6.1,29.28,0,1,3.49
Wheat,2024,Rabi,588.2,20.8,68.0,247.9,71.2,240.8,7.65,201.62,0,0,3.94
Sugarcane,2016,Summer,1027.8,35.3,82.1,246.2,57.0,321.7,6.94,314.94,1,1,76.4
Maize,2020,Kharif,621.9,28.0,59.2,201.9,49.8,209.3,6.7,405.81,0,0,4.13
Sugarcane,2020,Summer,1231.6,31.6,81.8,173.6,57.6,348.3,7.17,463.02,1,1,74.14
Cotton,2024,Kharif,769.6,32.1,51.9,175.6,23.8,303.3,7.48,358.18,0,0,1.47
Rice,2015,Kharif,1226.5,27.9,81.2,219.7,46.7,234.1,6.94,149.15,0,1,3.79
Wheat,2019,Rabi,637.8,18.8,56.5,253.6,46.3,177.8,6.6,141.52,0,1,2.85
Rice,2021,Kharif,1359.0,26.4,75.5,183.0,49.2,184.0,6.72,205.42,0,1,3.38
Soybean,2023,Kharif,656.7,27.1,65.0,149.1,67.5,206.1,7.06,184.34,1,0,3.68
Maize,2024,Kharif,592.2,22.6,68.9,161.2,63.0,182.0,6.61,220.21,0,0,2.98
Turmeric,2021,Kharif,834.7,28.3,89.7,104.0,61.0,214.6,6.94,112.3,1,1,6.93
Rice,2015,Kharif,1237.2,30.3,80.9,205.6,55.1,257.5,6.56,314.58,1,0,5.9
Soybean,2017,Kharif,756.8,27.3,56.9,98.0,29.9,136.3,6.34,318.45,1,1,2.19
Maize,2024,Kharif,662.2,29.4,64.0,177.7,62.3,155.5,6.69,228.12,0,0,4.01
Rice,2015,Kharif,1305.1,30.1,90.0,221.5,40.8,250.9,6.26,267.28,0,0,3.2
Cotton,2024,Kharif,857.4,31.1,53.4,183.8,42.1,249.9,7.04,242.0,0,1,2.01
Cotton,2023,Kharif,838.1,30.1,64.9,186.3,52.1,160.3,7.5,240.98,0,0,1.74
Cotton,2019,Kharif,678.3,28.7,61.0,202.8,50.3,160.5,7.51,211.39,0,0,1.85
Sugarcane,2020,Summer,1098.4,27.9,63.6,174.5,61.8,327.3,7.31,127.16,0,0,45.27
Cotton,2018,Kharif,867.0,31.4,40.1,160.8,40.0,201.2,7.05,476.0,1,1,1.76
Soybean,2015,Kharif,696.3,24.8,64.3,83.5,42.9,181.2,6.98,455.46,1,0,2.01
Rice,2016,Kharif,1153.5,34.5,78.9,176.8,52.2,155.2,6.58,135.21,0,1,3.09
Maize,2015,Kharif,685.7,25.0,64.6,227.1,35.6,134.6,7.28,85.93,1,1,4.24
Cotton,2016,Kharif,765.4,31.0,54.8,145.5,37.2,125.7,6.66,371.43,0,1,1.24
